ЖУКОВКА,Жуковка,http://193.7.160.230/web/osio/meteogram/ZUKOVKA.png
КАМЕННАЯ СТЕПЬ,Каменная Степь,http://193.7.160.230/web/osio/meteogram/KAMENNAJA%20STEP'.png
КАРАЧЕВ,Карачев,http://193.7.160.230/web/osio/meteogram/KARA~EW.png
КИРСАНОВ,Кирсанов,http://193.7.160.230/web/osio/meteogram/KIRSANOV.png
КОНЬ-КОЛОДЕЗЬ,Конь-Колодезь,http://193.7.160.230/web/osio/meteogram/KONX-KOLODEZX.png
КРАСНАЯ ГОРА,Красная Гора,http://193.7.160.230/web/osio/meteogram/KRASNAJA%20GORA.png
КУРСК,Курск,http://193.7.160.230/web/osio/meteogram/KURSK.png
КУРЧАТОВ,Курчатов,http://193.7.160.230/web/osio/meteogram/KUR~ATOW.png
ЛЕВ ТОЛСТОЙ,Лев Толстой,http://193.7.160.230/web/osio/meteogram/LEW%20TOLSTOJ.png
ЛИВНЫ,Ливны,http://193.7.160.230/web/osio/meteogram/LIVNY.png
ЛИПЕЦК,Липецк,http://193.7.160.230/web/osio/meteogram/LIPECK.png
ЛИСКИ,Лиски,http://193.7.160.230/web/osio/meteogram/LISKI.png
МИЧУРИНСК,Мичуринск,http://193.7.160.230/web/osio/meteogram/MICURINSK.png
МОРШАНСК,Моршанск,http://193.7.160.230/web/osio/meteogram/MORSANSK.png
НИЖНЕДЕВИЦК,Нижнедевицк,http://193.7.160.230/web/osio/meteogram/NIVNEDEWICK.png
НОВЫЙ ОСКОЛ,Новый Оскол,http://193.7.160.230/web/osio/meteogram/NOVYJ%20OSKOL.png
ОБЛОВКА,Обловка,http://193.7.160.230/web/osio/meteogram/OBLOWKA.png
ОБОЯНЬ,Обоянь,http://193.7.160.230/web/osio/meteogram/OBOJAN'.png
ОРЕЛ,Орел,http://193.7.160.230/web/osio/meteogram/OREL.png
ПАВЛОВСК,Павловск,http://193.7.160.230/web/osio/meteogram/PAWLOWSK.png
ПОНЫРИ,Поныри,http://193.7.160.230/web/osio/meteogram/PONYRI.png
РЫЛЬСК,Рыльск,http://193.7.160.230/web/osio/meteogram/RYLXSK.png
ТАМБОВ,Тамбов,http://193.7.160.230/web/osio/meteogram/TAMBOW.png
ТИМ,Тим,http://193.7.160.230/web/osio/meteogram/TIM.png
ТРУБЧЕВСК,Трубчевск,http://193.7.160.230/web/osio/meteogram/TRUBCHEVSK.png
ФАТЕЖ,Фатеж,http://193.7.160.230/web/osio/meteogram/FATEV.png
ШУЛЬГИНО,Шульгино,http://193.7.160.230/web/osio/meteogram/SHUL'GINO.png
АБАКАН,Абакан,http://193.7.160.230/web/osio/meteogram/HAKASSKAJA.png
АДЛЕР,Адлер,http://193.7.160.230/web/osio/meteogram/ADLER.png
АЛДАН,Алдан,http://193.7.160.230/web/osio/meteogram/ALDAN.png
АМДЕРМА,Амдерма,http://193.7.160.230/web/osio/meteogram/AMDERMA.png
АНАДЫРЬ,Анадырь,http://193.7.160.230/web/osio/meteogram/ANADYR.png
АНУЧИНО,Анучино,http://193.7.160.230/web/osio/meteogram/ANUCHINO.png
АПАТИТЫ,Апатиты,http://193.7.160.230/web/osio/meteogram/APATITY.png
АРЗАМАС,Арзамас,http://193.7.160.230/web/osio/meteogram/ARZAMAS.png
АРХАНГЕЛЬСК,Архангельск,http://193.7.160.230/web/osio/meteogram/ARHANGELSK.png
АСТРАХАНЬ,Астрахань,http://193.7.160.230/web/osio/meteogram/ASTRAHAN.png
АСТРАХАНКА,Астраханка,http://193.7.160.230/web/osio/meteogram/ASTRAHANKA.png
АРМАВИР,Армавир,http://193.7.160.230/web/osio/meteogram/ARMAVIR.png
АЧИНСК,Ачинск,http://193.7.160.230/web/osio/meteogram/ACHINSK.png
АЯН,Аян,http://193.7.160.230/web/osio/meteogram/AYAN.png
БАЛАШОВ,Балашов,http://193.7.160.230/web/osio/meteogram/BALASHOV.png
БАРАБИНСК,Барабинск,http://193.7.160.230/web/osio/meteogram/BARABINSK.png
БАРНАУЛ,Барнаул,http://193.7.160.230/web/osio/meteogram/BARNAUL.png
БИЙСК,Бийск,http://193.7.160.230/web/osio/meteogram/BIJSK.png
БИЛИБИНО,Билибино,http://193.7.160.230/web/osio/meteogram/BILIBINO.png
БРАТСК,Братск,http://193.7.160.230/web/osio/meteogram/BRATSK.png
БУГУЛЬМА,Бугульма,http://193.7.160.230/web/osio/meteogram/BUGUL'MA.png
БУГУРУСЛАН,Бугуруслан,http://193.7.160.230/web/osio/meteogram/BUGURUSLAN.png
БУЗУЛУК,Бузулук,http://193.7.160.230/web/osio/meteogram/BUZULUK.png
ВЕЛИКИЕ ЛУКИ,Великие луки,http://193.7.160.230/web/osio/meteogram/WELIKIE_LUKI.png
ВЕРХОЯНСК,Верхоянск,http://193.7.160.230/web/osio/meteogram/VERHOJANSK.png
ВИЛЮЙСК,Вилюйск,http://193.7.160.230/web/osio/meteogram/WILJUJSK.png
ВИТИМ,Витим,http://193.7.160.230/web/osio/meteogram/WITIM.png
ВЛАДИВОСТОК,Владивосток,http://193.7.160.230/web/osio/meteogram/WLADIWOSTOK.png
ВЛАДИКАВКАЗ,Владикавказ,http://193.7.160.230/web/osio/meteogram/WLADIKAWKAZ.png
ВОРКУТА,Воркута,http://193.7.160.230/web/osio/meteogram/WORKUTA.png
ВЫКСА,Выкса,http://193.7.160.230/web/osio/meteogram/VYKSA.png
ГАГАРИН,Гагарин,http://193.7.160.230/web/osio/meteogram/GAGARIN.png
ГДОВ,Гдов,http://193.7.160.230/web/osio/meteogram/GDOV.png
ГЛАЗОВ,Глазов,http://193.7.160.230/web/osio/meteogram/GLAZOW.png
ГРОЗНЫЙ,Грозный,http://193.7.160.230/web/osio/meteogram/GROZNYJ.png
ГУСЬ-ХРУСТАЛЬНЫЙ,Гусь-хрустальный,http://193.7.160.230/web/osio/meteogram/GUS-HRUSTALNYJ.png
ДАЛЬНЕРЕЧЕНСК,Дальнереченск,http://193.7.160.230/web/osio/meteogram/DALNERECHENSK.png
ДВИНСКИЙ БЕРЕЗНИК,Двинский Березник,http://193.7.160.230/web/osio/meteogram/DWINSKIJ_BEREZNIK.png
ДЕМИДОВ,Демидов,http://193.7.160.230/web/osio/meteogram/DEMIDOV.png
ДЕРБЕНТ,Дербент,http://193.7.160.230/web/osio/meteogram/DERBENT.png
ОСТРОВ ДИКСОН,Остров Диксон,http://193.7.160.230/web/osio/meteogram/OSTROW_DIKSON.png
ДНО,Дно,http://193.7.160.230/web/osio/meteogram/DNO.png
ЕВПАТОРИЯ,Евпатория,http://193.7.160.230/web/osio/meteogram/YEVPATORIIA.png
ЕКАТЕРИНБУРГ,Екатеринбург,http://193.7.160.230/web/osio/meteogram/EKATERINBURG.png
ЕЛАБУГА,Елабуга,http://193.7.160.230/web/osio/meteogram/ELABUGA.png
ЕЛАТЬМА,Елатьма,http://193.7.160.230/web/osio/meteogram/ELAT'MA.png
ЕЛЕЦ,Елец,http://193.7.160.230/web/osio/meteogram/ELEC.png
ЕЛЬНЯ,Ельня,http://193.7.160.230/web/osio/meteogram/ELNJA.png
ЕНИСЕЙСК,Енисейск,http://193.7.160.230/web/osio/meteogram/ENISEJSK.png
ЕРБОГАЧЕН,Ербогачен,http://193.7.160.230/web/osio/meteogram/ERBOGACEN.png
ЕФРЕМОВ,Ефремов,http://193.7.160.230/web/osio/meteogram/EFREMOV.png
ЖИГАНСК,Жиганск,http://193.7.160.230/web/osio/meteogram/ZHIGANSK.png
ЖИЗДРА,Жиздра,http://193.7.160.230/web/osio/meteogram/ZIZDRA.png
ЗЕЯ,Зея,http://193.7.160.230/web/osio/meteogram/ZEJA.png
ЗИМА,Зима,http://193.7.160.230/web/osio/meteogram/ZIMA.png
ЗЛАТОУСТ,Златоуст,http://193.7.160.230/web/osio/meteogram/ZLATOUST.png
ЗМЕИНОГОРСК,Змеиногорск,http://193.7.160.230/web/osio/meteogram/ZMEINOGORSK.png
ИВАНОВО,Иваново,http://193.7.160.230/web/osio/meteogram/IWANOWO.png
ИГАРКА,Игарка,http://193.7.160.230/web/osio/meteogram/IGARKA.png
ИЖЕВСК,Ижевск,http://193.7.160.230/web/osio/meteogram/IZHEWSK.png
ИРКУТСК,Иркутск,http://193.7.160.230/web/osio/meteogram/IRKUTSK.png
ИШИМ,Ишим,http://193.7.160.230/web/osio/meteogram/ISHIM.png
ЙОШКАР-ОЛА,Йошкар-Ола,http://193.7.160.230/web/osio/meteogram/JOSHKAR-OLA.png
КАЗАНЬ,Казань,http://193.7.160.230/web/osio/meteogram/KAZAN.png
КАЛИНИНГРАД,Калининград,http://193.7.160.230/web/osio/meteogram/KALININGRAD.png
КАЛАЧ,Калач,http://193.7.160.230/web/osio/meteogram/KALAC.png
КАЛУГА,Калуга,http://193.7.160.230/web/osio/meteogram/KALUGA.png
КАМЫШИН,Камышин,http://193.7.160.230/web/osio/meteogram/KAMYSIN.png
КАРГОПОЛЬ,Каргополь,http://193.7.160.230/web/osio/meteogram/KARGOPOL.png
КЕМЕРОВО,Кемерово,http://193.7.160.230/web/osio/meteogram/KEMEROWO.png
КЕРЧЬ,Керчь,http://193.7.160.230/web/osio/meteogram/KERCH.png
КЕМЬ,Кемь,http://193.7.160.230/web/osio/meteogram/KEM'-PORT.png
КИНГИСЕПП,Кингисепп,http://193.7.160.230/web/osio/meteogram/KINGISEPP.png
КИСЛОВОДСК,Кисловодск,http://193.7.160.230/web/osio/meteogram/KISLOWODSK.png
КИРЕНСК,Киренск,http://193.7.160.230/web/osio/meteogram/KIRENSK.png
КИРОВ,Киров,http://193.7.160.230/web/osio/meteogram/KIROW.png
КЛЮЧИ,Ключи,http://193.7.160.230/web/osio/meteogram/KLJUCHI.png
КОМСОМОЛЬСК-НА-АМУРЕ,Комсомольск-На-Амуре,http://193.7.160.230/web/osio/meteogram/KOMSOMOLXSK-NA-AMURE.png
КОРСАКОВ,Корсаков,http://193.7.160.230/web/osio/meteogram/KORSAKOW.png
КОСТРОМА,Кострома,http://193.7.160.230/web/osio/meteogram/KOSTROMA.png
КОТЛАС,Котлас,http://193.7.160.230/web/osio/meteogram/KOTLAS.png
КРАСНАЯ ПОЛЯНА,Красная Поляна,http://193.7.160.230/web/osio/meteogram/KRASNAYA POLYANA.png
КРАСНОДАР,Краснодар,http://193.7.160.230/web/osio/meteogram/KRASNODAR.png
КРАСНОЯРСК,Красноярск,http://193.7.160.230/web/osio/meteogram/KRASNOJARSK.png
КРАСНЫЙ ХОЛМ,Красный Холм,http://193.7.160.230/web/osio/meteogram/KRASNYJ HOLM.png
КУЛУНДА,Кулунда,http://193.7.160.230/web/osio/meteogram/KULUNDA.png
КУРГАН,Курган,http://193.7.160.230/web/osio/meteogram/KURGAN.png
КЫЗЫЛ,Кызыл,http://193.7.160.230/web/osio/meteogram/KYZYL.png
КЫЗЫЛ-ОЗЕК,Кызыл-Озек,http://193.7.160.230/web/osio/meteogram/KYZYL-OZEK.png
ЛЕНСК,Ленск,http://193.7.160.230/web/osio/meteogram/LENSK.png
ЛОДЕЙНОЕ ПОЛЕ,Лодейное Поле,http://193.7.160.230/web/osio/meteogram/LODEJNOE POLE.png
МАГАДАН,Магадан,http://193.7.160.230/web/osio/meteogram/MAGADAN.png
МАГНИТОГОРСК,Магнитогорск,http://193.7.160.230/web/osio/meteogram/MAGNITOGORSK.png
МАЙКОП,Майкоп,http://193.7.160.230/web/osio/meteogram/MAJKOP.png
МАЛОЯРОСЛАВЕЦ,Малоярославец,http://193.7.160.230/web/osio/meteogram/MALOJAROSLAVEC.png
МАЛЫЕ КАРМАКУЛЫ,Малые Кармакулы,http://193.7.160.230/web/osio/meteogram/MALYE_KARMAKULY.png
МАМАКАН,Мамакан,http://193.7.160.230/web/osio/meteogram/MAMAKAN.png
МАХАЧКАЛА,Махачкала,http://193.7.160.230/web/osio/meteogram/MAHACHKALA.png
МЕЗЕНЬ,Мезень,http://193.7.160.230/web/osio/meteogram/MEZEN.png
МИНЕРАЛЬНЫЕ ВОДЫ,Минеральные Воды,http://193.7.160.230/web/osio/meteogram/MINERAL'NYE VODY.png
МИНУСИНСК,Минусинск,http://193.7.160.230/web/osio/meteogram/MINUSINSK.png
МИРНЫЙ,Мирный,http://193.7.160.230/web/osio/meteogram/MIRNVY.png
МОЗДОК,Моздок,http://193.7.160.230/web/osio/meteogram/MOZDOK.png
МОНЧЕГОРСК,Мончегорск,http://193.7.160.230/web/osio/meteogram/MONCEGORSK.png
МУРМАНСК,Мурманск,http://193.7.160.230/web/osio/meteogram/MURMANSK.png
МЦЕНСК,Мценск,http://193.7.160.230/web/osio/meteogram/MCENSK.png
НАЗРАНЬ,Назрань,http://193.7.160.230/web/osio/meteogram/MAGAS(NAZRANX).png
НАЛЬЧИК,Нальчик,http://193.7.160.230/web/osio/meteogram/NALCHIK.png
НАРЬЯН-МАР,Нарьян-Мар,http://193.7.160.230/web/osio/meteogram/NARIJAN-MAR.png
НАХОДКА,Находка,http://193.7.160.230/web/osio/meteogram/NAHODKA.png
НЕФТЕЮГАНСК,Нефтеюганск,http://193.7.160.230/web/osio/meteogram/NEFTE`GANSK.png
НЕВЕЛЬСК,Невельск,http://193.7.160.230/web/osio/meteogram/NEWELXSK.png
НЕРЧИНСК,Нерчинск,http://193.7.160.230/web/osio/meteogram/NERCINSK.png
НИЖНИЙ ТАГИЛ,Нижний Тагил,http://193.7.160.230/web/osio/meteogram/NIZHNIJ_TAGIL.png
НИЖНЕВАРТОВСК,Нижневартовск,http://193.7.160.230/web/osio/meteogram/NIVNEWARTOWSK.png
НИЖНИЙ НОВГОРОД,Нижний Новгород,http://193.7.160.230/web/osio/meteogram/NIZHNIJ_NOWGOROD.png
НИКОЛАЕВСК-НА-АМУРЕ,Николаевск-На-Амуре,http://193.7.160.230/web/osio/meteogram/NIKOLAEVSK-NA-AMURE.png
НОВГОРОД,Новгород,http://193.7.160.230/web/osio/meteogram/NOWGOROD.png
НОВОКУЗНЕЦК,Новокузнецк,http://193.7.160.230/web/osio/meteogram/NOWOKUZNETSK.png
НОВОРОССИЙСК,Новороссийск,http://193.7.160.230/web/osio/meteogram/NOWOROSSIJSK.png
НОВОСИБИРСК,Новосибирск,http://193.7.160.230/web/osio/meteogram/NOVOSIBIRSK.png
НОВО-ИЕРУСАЛИМ,Ново-Иерусалим,http://193.7.160.230/web/osio/meteogram/NOVO-JERUSALIM.png
НОВЫЙ УРЕНГОЙ,Новый Уренгой,http://193.7.160.230/web/osio/meteogram/NOWYJ_URENGOJ.png
НОРИЛЬСК,Норильск,http://193.7.160.230/web/osio/meteogram/NORIL'SK.png
НОГЛИКИ,Ноглики,http://193.7.160.230/web/osio/meteogram/NOGLIKI.png
НОЯБРЬСК,Ноябрьск,http://193.7.160.230/web/osio/meteogram/NOQBRXSK.png
НЮРБА,Нюрба,http://193.7.160.230/web/osio/meteogram/NJURBA.png
НЯНДОМА,Няндома,http://193.7.160.230/web/osio/meteogram/NJANDOMA.png
ОЙМЯКОН,Оймякон,http://193.7.160.230/web/osio/meteogram/OJMJAKON.png
ОЛЕНЕК,Оленек,http://193.7.160.230/web/osio/meteogram/OLENEK.png
ОЛЕКМИНСК,Олекминск,http://193.7.160.230/web/osio/meteogram/OLEKMINSK.png
ОМСК,Омск,http://193.7.160.230/web/osio/meteogram/OMSK.png
ОПОЧКА,Опочка,http://193.7.160.230/web/osio/meteogram/OPO~KA.png
ОРЕЛ,Орел,http://193.7.160.230/web/osio/meteogram/OREL.png
ОРЕНБУРГ,Оренбург,http://193.7.160.230/web/osio/meteogram/ORENBURG.png
ОРСК,Орск,http://193.7.160.230/web/osio/meteogram/ORSK.png
ОСТАШКОВ,Осташков,http://193.7.160.230/web/osio/meteogram/OSTASHKOW.png
ОХОТСК,Охотск,http://193.7.160.230/web/osio/meteogram/OHOTSK.png
ОХА,Оха,http://193.7.160.230/web/osio/meteogram/OHA.png
ПАВЛОВСКИЙ ПОСАД,Павловский Посад,http://193.7.160.230/web/osio/meteogram/PAWLOWSKIJ_POSAD.png
ПЕВЕК,Певек,http://193.7.160.230/web/osio/meteogram/PEWEK.png
ПЕНЗА,Пенза,http://193.7.160.230/web/osio/meteogram/PENZA.png
ПАВЛОВО,Павлово,http://193.7.160.230/web/osio/meteogram/PAWLOWO.png
ПЕРЕСЛАВЛЬ-ЗАЛЕССКИЙ,Переславль-Залесский,http://193.7.160.230/web/osio/meteogram/PERESLAWLX-ZALESSK.png
ПЕРМЬ,Пермь,http://193.7.160.230/web/osio/meteogram/PERM.png
ПЕСТОВО,Пестово,http://193.7.160.230/web/osio/meteogram/PESTOVO.png
ПЕТРОЗАВОДСК,Петрозаводск,http://193.7.160.230/web/osio/meteogram/PETROZAWODSK.png
ПЕТРОПАВЛОВСК-КАМЧАТСКИЙ,Петропавловск-Камчатский,http://193.7.160.230/web/osio/meteogram/PETROPAWLOWSK-KAMCHATSKI.png
ПЕЧОРА,Печора,http://193.7.160.230/web/osio/meteogram/PECHORA.png
ПОГРАНИЧНЫЙ,Пограничный,http://193.7.160.230/web/osio/meteogram/POGRANICHNYJ.png
ПОРОНАЙСК,Поронайск,http://193.7.160.230/web/osio/meteogram/PORONAJSK.png
ПСКОВ,Псков,http://193.7.160.230/web/osio/meteogram/PSKOW.png
ПУШКИНСКИЕ ГОРЫ,Пушкинские горы,http://193.7.160.230/web/osio/meteogram/PUSKINSKIE GORY.png
РОСЛАВЛЬ,Рославль,http://193.7.160.230/web/osio/meteogram/ROSLAWL.png
РОСТОВ-НА-ДОНУ,Ростов-на-дону,http://193.7.160.230/web/osio/meteogram/ROSTOW-NA-DONU.png
РУБЦОВСК,Рубцовск,http://193.7.160.230/web/osio/meteogram/RUBCOVSK.png
РЫБИНСК,Рыбинск,http://193.7.160.230/web/osio/meteogram/RYBINSK.png
РЯЗАНЬ,Рязань,http://193.7.160.230/web/osio/meteogram/RJAZAN.png
РЯЖСК,Ряжск,http://193.7.160.230/web/osio/meteogram/RJAZSK.png
САЛЕХАРД,Салехард,http://193.7.160.230/web/osio/meteogram/SALEHARD.png
САМАРА,Самара,http://193.7.160.230/web/osio/meteogram/SAMARA.png
САНКТ-ПЕТЕРБУРГ,Санкт-Петербург,http://193.7.160.230/web/osio/meteogram/ST_PETERBURG.png
САРАНСК,Саранск,http://193.7.160.230/web/osio/meteogram/SARANSK.png
САРАТОВ,Саратов,http://193.7.160.230/web/osio/meteogram/SARATOW.png
СЕВАСТОПОЛЬ,Севастополь,http://193.7.160.230/web/osio/meteogram/SEWASTOPOLX.png
СЕЙМЧАН,Сеймчан,http://193.7.160.230/web/osio/meteogram/SEJMCHAN.png
СИМФЕРОПОЛЬ,Симферополь,http://193.7.160.230/web/osio/meteogram/SIMFEROPOL'.png
СМОЛЕНСК,Смоленск,http://193.7.160.230/web/osio/meteogram/SMOLENSK.png
СОВЕТСК,Советск,http://193.7.160.230/web/osio/meteogram/SOWETSK.png
СОВЕТСКАЯ ГАВАНЬ,Советская Гавань,http://193.7.160.230/web/osio/meteogram/SOVETSKAYA_GAVAN'.png
СОЧИ,Сочи,http://193.7.160.230/web/osio/meteogram/SOTCHI.png
СРЕДНЕКОЛЫМСК,Среднеколымск,http://193.7.160.230/web/osio/meteogram/SREDNE-KOLYMSK.png
СТАВРОПОЛЬ,Ставрополь,http://193.7.160.230/web/osio/meteogram/STAWROPOL.png
